timestamp,applicationID,cpu_percentage,deployment,disk_bytes,event_type,index,instance_index,ip_address,job,memory_bytes,origin
1449703947738564720,"""247682bf-fc34-4708-8453-6636dcb85079""",0.0210938699033,"""cf""",47775744.0,ContainerMetric,"""1""",0.0,"""10.0.16.24""","""diego_cell-partition-f99bec444d276db0e93a""",6344704.0,"""rep"""
1449703947738630193,"""6316a187-0935-4687-82e2-99f44a372a68""",0.00369981475856,"""cf""",35680256.0,ContainerMetric,"""1""",0.0,"""10.0.16.24""","""diego_cell-partition-f99bec444d276db0e93a""",2654208.0,"""rep"""
1449703947738660280,"""0851aa07-12af-44bf-ba6d-60c91eff4e1b""",0.0210045978582,"""cf""",102297600.0,ContainerMetric,"""1""",0.0,"""10.0.16.24""","""diego_cell-partition-f99bec444d276db0e93a""",106545152.0,"""rep"""
1449703947738686068,"""24103d4e-df8d-4b44-b1e2-86a92a8aff74""",0.030851913449,"""cf""",36556800.0,ContainerMetric,"""1""",0.0,"""10.0.16.24""","""diego_cell-partition-f99bec444d276db0e93a""",5558272.0,"""rep"""
1449703955077733708,"""401bc7a3-0fa7-489b-b97c-9e2c8e4a186a""",0.17379069692,"""cf""",189657088.0,ContainerMetric,"""3""",0.0,"""10.0.16.98""","""diego_cell-partition-f99bec444d276db0e93a""",523739136.0,"""rep"""
1449703959880664104,"""784c0af0-9c20-4d27-90ca-9b467b009a32""",0.248335603664,"""cf""",72654848.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",13541376.0,"""rep"""
1449703959880719111,"""24103d4e-df8d-4b44-b1e2-86a92a8aff74""",0.0232270552429,"""cf""",36556800.0,ContainerMetric,"""0""",1.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",6074368.0,"""rep"""
1449703959880740979,"""441c17c1-539c-429a-bf6e-6307bf05a70b""",0.0644298159055,"""cf""",163110912.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",301899776.0,"""rep"""
1449703959880759179,"""6316a187-0935-4687-82e2-99f44a372a68""",0.00288198636718,"""cf""",35680256.0,ContainerMetric,"""0""",1.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",4751360.0,"""rep"""
1449703959880776973,"""3a9c9c53-0491-4ccb-9dde-3b4893c53a0e""",0.0387051031448,"""cf""",328568832.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",131330048.0,"""rep"""
1449703959880798659,"""d4631e76-29dd-45a3-90e6-7f7c3303832d""",0.0292326293493,"""cf""",167567360.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",86454272.0,"""rep"""
1449703959880820088,"""b1aca68a-19a7-4b4d-aeb1-accf3cff5dca""",0.0698269298898,"""cf""",163110912.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",306282496.0,"""rep"""
1449703959880842258,"""784c0af0-9c20-4d27-90ca-9b467b009a32""",0.184514224548,"""cf""",72654848.0,ContainerMetric,"""0""",1.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",11784192.0,"""rep"""
1449703959880863343,"""1c641084-10fa-457c-8712-90e49f13c8c1""",0.0217325600888,"""cf""",54001664.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",10002432.0,"""rep"""
1449703959880886935,"""41f37085-eecc-4057-8cf9-726b1bcc25f5""",0.0121647224184,"""cf""",167546880.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",73474048.0,"""rep"""
1449703959880903947,"""de712236-f466-4852-bcee-d06fb7e2a7a5""",0.0427944430353,"""cf""",71294976.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",11595776.0,"""rep"""
1449703959880943379,"""2e5c017e-ede6-4c06-8f86-65b814ef9ca9""",0.0208991886893,"""cf""",167546880.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",78352384.0,"""rep"""
1449703959880964729,"""784c0af0-9c20-4d27-90ca-9b467b009a32""",0.18287119855,"""cf""",72654848.0,ContainerMetric,"""0""",2.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",11616256.0,"""rep"""
1449703977742644305,"""24103d4e-df8d-4b44-b1e2-86a92a8aff74""",0.0209739282805,"""cf""",36556800.0,ContainerMetric,"""1""",0.0,"""10.0.16.24""","""diego_cell-partition-f99bec444d276db0e93a""",5558272.0,"""rep"""
1449703977742700576,"""247682bf-fc34-4708-8453-6636dcb85079""",0.0182657864929,"""cf""",47775744.0,ContainerMetric,"""1""",0.0,"""10.0.16.24""","""diego_cell-partition-f99bec444d276db0e93a""",6344704.0,"""rep"""
1449703977742718059,"""6316a187-0935-4687-82e2-99f44a372a68""",0.00287016642458,"""cf""",35680256.0,ContainerMetric,"""1""",0.0,"""10.0.16.24""","""diego_cell-partition-f99bec444d276db0e93a""",2654208.0,"""rep"""
1449703977742727791,"""0851aa07-12af-44bf-ba6d-60c91eff4e1b""",0.0196187858658,"""cf""",102297600.0,ContainerMetric,"""1""",0.0,"""10.0.16.24""","""diego_cell-partition-f99bec444d276db0e93a""",106545152.0,"""rep"""
1449703985077827243,"""401bc7a3-0fa7-489b-b97c-9e2c8e4a186a""",0.141029332955,"""cf""",189657088.0,ContainerMetric,"""3""",0.0,"""10.0.16.98""","""diego_cell-partition-f99bec444d276db0e93a""",523849728.0,"""rep"""
1449703989877790765,"""24103d4e-df8d-4b44-b1e2-86a92a8aff74""",0.0258588262162,"""cf""",36556800.0,ContainerMetric,"""0""",1.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",6074368.0,"""rep"""
1449703989877839723,"""6316a187-0935-4687-82e2-99f44a372a68""",0.00261335358555,"""cf""",35680256.0,ContainerMetric,"""0""",1.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",4751360.0,"""rep"""
1449703989877865808,"""784c0af0-9c20-4d27-90ca-9b467b009a32""",0.180207046453,"""cf""",72654848.0,ContainerMetric,"""0""",1.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",11784192.0,"""rep"""
1449703989877884057,"""784c0af0-9c20-4d27-90ca-9b467b009a32""",0.235874397104,"""cf""",72654848.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",13541376.0,"""rep"""
1449703989877893062,"""b1aca68a-19a7-4b4d-aeb1-accf3cff5dca""",0.0644687467982,"""cf""",163110912.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",306282496.0,"""rep"""
1449703989877910980,"""1c641084-10fa-457c-8712-90e49f13c8c1""",0.0205717099271,"""cf""",54001664.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",10002432.0,"""rep"""
1449703989877933664,"""2e5c017e-ede6-4c06-8f86-65b814ef9ca9""",0.0213790005658,"""cf""",167546880.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",78352384.0,"""rep"""
1449703989877952679,"""441c17c1-539c-429a-bf6e-6307bf05a70b""",0.0648540336929,"""cf""",163110912.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",301899776.0,"""rep"""
1449703989877966962,"""d4631e76-29dd-45a3-90e6-7f7c3303832d""",0.0294924274997,"""cf""",167567360.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",86454272.0,"""rep"""
