timestamp,applicationID,cpu_percentage,deployment,disk_bytes,event_type,index,instance_index,ip_address,job,memory_bytes,origin
1449545337745900939,"""6316a187-0935-4687-82e2-99f44a372a68""",0.00282984138795,"""cf""",35680256.0,ContainerMetric,"""1""",0.0,"""10.0.16.24""","""diego_cell-partition-f99bec444d276db0e93a""",2654208.0,"""rep"""
1449545337745940107,"""b1138b50-eff3-4aca-abfd-f96ff1acf6f1""",0.0231679072165,"""cf""",79292416.0,ContainerMetric,"""1""",3.0,"""10.0.16.24""","""diego_cell-partition-f99bec444d276db0e93a""",38936576.0,"""rep"""
1449545337745963854,"""d6e07725-28c7-4b29-8ee1-cdbff850f494""",0.05414278791,"""cf""",200724480.0,ContainerMetric,"""1""",0.0,"""10.0.16.24""","""diego_cell-partition-f99bec444d276db0e93a""",383549440.0,"""rep"""
1449545337745985948,"""0851aa07-12af-44bf-ba6d-60c91eff4e1b""",0.0194275582521,"""cf""",102297600.0,ContainerMetric,"""1""",0.0,"""10.0.16.24""","""diego_cell-partition-f99bec444d276db0e93a""",105340928.0,"""rep"""
1449545337746008262,"""24103d4e-df8d-4b44-b1e2-86a92a8aff74""",0.0217742128996,"""cf""",36556800.0,ContainerMetric,"""1""",0.0,"""10.0.16.24""","""diego_cell-partition-f99bec444d276db0e93a""",5230592.0,"""rep"""
1449545337746029811,"""247682bf-fc34-4708-8453-6636dcb85079""",0.0196116157407,"""cf""",47775744.0,ContainerMetric,"""1""",0.0,"""10.0.16.24""","""diego_cell-partition-f99bec444d276db0e93a""",5398528.0,"""rep"""
1449545340489830451,"""b1138b50-eff3-4aca-abfd-f96ff1acf6f1""",0.0244075262963,"""cf""",79292416.0,ContainerMetric,"""2""",4.0,"""10.0.16.97""","""diego_cell-partition-f99bec444d276db0e93a""",36966400.0,"""rep"""
1449545340489890265,"""b1138b50-eff3-4aca-abfd-f96ff1acf6f1""",0.0245987431335,"""cf""",79293440.0,ContainerMetric,"""2""",1.0,"""10.0.16.97""","""diego_cell-partition-f99bec444d276db0e93a""",38760448.0,"""rep"""
1449545340489908600,"""c845216a-dd9d-4451-8802-4ef303a48e0d""",0.0897947447829,"""cf""",164605952.0,ContainerMetric,"""2""",0.0,"""10.0.16.97""","""diego_cell-partition-f99bec444d276db0e93a""",22327296.0,"""rep"""
1449545345081352143,"""b1138b50-eff3-4aca-abfd-f96ff1acf6f1""",0.0247726717335,"""cf""",79293440.0,ContainerMetric,"""3""",2.0,"""10.0.16.98""","""diego_cell-partition-f99bec444d276db0e93a""",38862848.0,"""rep"""
1449545345081417420,"""b1138b50-eff3-4aca-abfd-f96ff1acf6f1""",0.0245551262299,"""cf""",79292416.0,ContainerMetric,"""3""",5.0,"""10.0.16.98""","""diego_cell-partition-f99bec444d276db0e93a""",37330944.0,"""rep"""
1449545349890782406,"""c784515d-c03b-4921-8ab9-683fcfd01d95""",0.0257101618963,"""cf""",164630528.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",25083904.0,"""rep"""
1449545349890836308,"""3a9c9c53-0491-4ccb-9dde-3b4893c53a0e""",0.0826041292605,"""cf""",328568832.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",130396160.0,"""rep"""
1449545349890859915,"""41f37085-eecc-4057-8cf9-726b1bcc25f5""",0.0125344565545,"""cf""",167546880.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",73474048.0,"""rep"""
1449545349890882043,"""b1138b50-eff3-4aca-abfd-f96ff1acf6f1""",0.0232601111521,"""cf""",82281472.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",43601920.0,"""rep"""
1449545349890904376,"""d4631e76-29dd-45a3-90e6-7f7c3303832d""",0.0293045169418,"""cf""",167567360.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",85958656.0,"""rep"""
1449545349890925499,"""39778aca-7b64-4983-be6c-f8cb01b387e9""",0.0606301088416,"""cf""",205180928.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",661499904.0,"""rep"""
1449545349890947056,"""24103d4e-df8d-4b44-b1e2-86a92a8aff74""",0.0227910806487,"""cf""",36556800.0,ContainerMetric,"""0""",1.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",5308416.0,"""rep"""
1449545349890968239,"""784c0af0-9c20-4d27-90ca-9b467b009a32""",0.163706248298,"""cf""",72654848.0,ContainerMetric,"""0""",1.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",11399168.0,"""rep"""
1449545349890985040,"""2e5c017e-ede6-4c06-8f86-65b814ef9ca9""",0.0213518107049,"""cf""",167546880.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",77975552.0,"""rep"""
1449545349891008772,"""6316a187-0935-4687-82e2-99f44a372a68""",0.00274731627493,"""cf""",35680256.0,ContainerMetric,"""0""",1.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",4751360.0,"""rep"""
1449545349891031393,"""784c0af0-9c20-4d27-90ca-9b467b009a32""",0.228866506635,"""cf""",72654848.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",13152256.0,"""rep"""
1449545349891052877,"""1c641084-10fa-457c-8712-90e49f13c8c1""",0.0221404956491,"""cf""",54001664.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",7487488.0,"""rep"""
1449545349891074043,"""b1aca68a-19a7-4b4d-aeb1-accf3cff5dca""",0.0699574981661,"""cf""",163110912.0,ContainerMetric,"""0""",0.0,"""10.0.16.23""","""diego_cell-partition-f99bec444d276db0e93a""",306200576.0,"""rep"""
